"","title","rating","id","year","imdbid"
"518","Best Years of Our Lives, The",2,3982,1946,"0036868"
"519","Body and Soul",3,8619,1947,"0039204"
"520","Crossfire",2,4411,1947,"0039286"
"521","Calendar Girl",2,5779,1947,"0039236"
"522","Black Narcissus",3,1211,1947,"0039192"
"523","Unfinished Dance, The",3,8729,1947,"0039938"
"524","Odd Man Out",2,1278,1947,"0039677"
"525","Good News",2,1679,1947,"0039431"
"526","Exile, The",1,1235,1947,"0039360"
"527","Ghost and Mrs. Muir, The",3,3047,1947,"0039420"
"528","Fun &amp; Fancy Free",1,8053,1947,"0039404"
"529","Paradine Case, The",2,2330,1947,"0039694"
"530","Lady from Shanghai, The",0,8756,1947,"0040525"
"531","Egg and I, The",3,2287,1947,"0039349"
"532","Dishonored Lady",3,8646,1947,"0039324"
"533","Nada",3,7432,1947,"0039650"
"534","Gunfighters",2,3112,1947,"0039441"
"535","Shocking Miss Pilgrim, The",3,1681,1947,"0039819"
"536","Build My Gallows High",2,6550,1947,"0039689"
"537","Easter Parade",3,1677,1948,"0040308"
"538","Act of Violence",2,4944,1948,"0041088"
"539","Macbeth",1,8264,1948,"0040558"
"540","Fuller Brush Man, The",1,2300,1948,"0040379"
"541","It Happened in Europe",0,8559,1948,"0039949"
"542","Red Shoes, The",3,1229,1948,"0040725"
"543","Casbah",1,2256,1948,"0040214"
"544","Bonnie Prince Charlie",2,1236,1948,"0040183"
"545","Melody Time",1,8054,1948,"0040580"
"546","Command Decision",0,1354,1948,"0040242"
"547","Hamlet",1,1232,1948,"0040416"
"548","Joan of Arc",3,6363,1948,"0040491"
"549","Treasure of the Sierra Madre, The",0,3239,1948,"0040897"
"550","Snake Pit, The",3,2098,1948,"0040806"
"551","Rope",0,2040,1948,"0040746"
"552","Red River",0,1320,1948,"0040724"
"553","Mr. Blandings Builds His Dream House",3,2445,1948,"0040613"
"554","Bicycle Thieves",2,6517,1948,"0040522"
"555","Rudolph the Red-Nosed Reindeer",0,1601,1948,"0156031"
"556","I Remember Mama",3,4390,1948,"0040458"
"557","Enchantment",3,1241,1948,"0040321"
"558","Anna Karenina",2,1262,1948,"0040098"
"559","Call Northside 777",1,5115,1948,"0040202"
"560","Caught",3,1841,1949,"0040221"
"561","Barkleys of Broadway, The",3,1684,1949,"0041158"
"562","Adam&#39;s Rib",3,1716,1949,"0041090"
"563","Mighty Joe Young",0,2651,1949,"0041650"
"564","Kind Hearts and Coronets",1,4008,1949,"0041546"
"565","Late Spring",3,3539,1949,"0041154"
"566","On the Town",3,1690,1949,"0041716"
"567","Fountainhead, The",1,4554,1949,"0041386"
"568","Man on the Eiffel Tower, The",2,2849,1949,"0041628"
"569","Set-Up, The",0,1986,1949,"0041859"
"570","Third Man, The",0,611,1949,"0041959"
"571","Under Capricorn",3,7341,1949,"0042004"
"572","I Was a Male War Bride",2,7018,1949,"0041498"
"573","Adventures of Ichabod and Mr. Toad, The",0,7059,1949,"0041094"
"574","Heiress, The",3,6358,1949,"0041452"
"575","A Letter to Three Wives",3,3967,1949,"0041587"
"576","Pinky",3,1736,1949,"0041746"
"577","Little Women",3,2232,1949,"0041594"
"578","Born Yesterday",3,3990,1950,"0042276"
"579","Harvey",2,2596,1950,"0042546"
"580","Stage Fright",3,6233,1950,"0042994"
"581","Scandal",3,7144,1950,"0042958"
"582","Rashomon",0,1402,1950,"0042876"
"583","Cinderella",3,1057,1950,"0042332"
"584","Three Secrets",3,8363,1950,"0043045"
"585","Asphalt Jungle, The",1,2099,1950,"0042208"
"586","Flying Saucer, The",1,4031,1950,"0042469"
"587","Odette",3,4521,1950,"0043871"
"588","Sunset Blvd.",1,608,1950,"0043014"
"589","Les enfants terribles",3,7836,1950,"0042436"
"590","Orpheus",2,3295,1950,"0041719"
"591","No Way Out",3,5232,1950,"0042792"
"592","All About Eve",3,139,1950,"0042192"
"593","In a Lonely Place",2,4417,1950,"0042593"
"594","D.O.A.",1,5350,1950,"0042369"
"595","Summer Stock",3,1678,1950,"0043012"
"596","Westward the Women",3,6498,1951,"0044205"
"597","Thing from Another World, The",1,3293,1951,"0044121"
"598","A Streetcar Named Desire",3,2930,1951,"0044081"
"599","An American in Paris",1,3389,1951,"0043278"
"600","Diary of a Country Priest",1,2989,1951,"0042619"
"601","Take Care of My Little Girl",3,4510,1951,"0044100"
"602","Cause for Alarm!",3,5739,1951,"0043390"
"603","Surcos",3,7435,1951,"0044092"
"604","Alice in Wonderland",3,1207,1951,"0043274"
"605","Show Boat",3,2977,1951,"0044030"
"606","Idiot, The",3,7157,1951,"0043614"
"607","Early Summer",3,3222,1951,"0043313"
"608","Bellissima",3,3825,1951,"0043332"
"609","Ace In The Hole",2,871,1951,"0043338"
"610","Quo Vadis",3,5092,1951,"0043949"
"611","Strangers on a Train",2,1417,1951,"0044079"
"612","Day the Earth Stood Still, The",3,1916,1951,"0043456"
"613","African Queen, The",0,1491,1951,"0043265"
"614","Clash by Night",3,3403,1952,"0044502"
"615","Limelight",1,6917,1952,"0044837"
"616","Quiet Man, The",1,2737,1952,"0045061"
"617","Forbidden Games",3,5972,1952,"0043686"
"618","Ikiru",1,7162,1952,"0044741"
"619","Magic Box, The",2,1243,1952,"0043769"
"620","Singin&#39; in the Rain",3,612,1952,"0045152"
"621","Europe &#39;51",3,8241,1952,"0043511"
"622","Snows of Kilimanjaro, The",1,6941,1952,"0045162"
"623","High Noon",2,2704,1952,"0044706"
"624","Lovely to Look at",3,1689,1952,"0044855"
"625","Bad and the Beautiful, The",2,7323,1952,"0044391"
"626","Big Sky, The",0,1465,1952,"0044419"
"627","Pickup on South Street",3,5736,1953,"0046187"
"628","Fear and Desire",0,5366,1953,"0045758"
"629","War of the Worlds, The",1,2375,1953,"0046534"
"630","Wild One, The",1,7693,1953,"0047677"
"631","Mogambo",2,1362,1953,"0046085"
"632","Cruel Sea, The",3,2553,1953,"0045659"
"633","Julius Caesar",1,1272,1953,"0045943"
"634","Mesa of Lost Women",1,3958,1953,"0046066"
"635","Miss Sadie Thompson",3,3124,1953,"0046076"
"636","Stalag 17",0,1883,1953,"0046359"
"637","Glen or Glenda",0,6797,1953,"0045826"
"638","Le Salaire de la Peur",1,1444,1953,"0046268"
"639","Peter Pan",3,1118,1953,"0046183"
"640","Roman holiday",3,1554,1953,"0046250"
"641","How to Marry a Millionaire",3,4909,1953,"0045891"
"642","Mr. Hulot&#39;s Holiday",3,5937,1953,"0046487"
"643","Shane",1,3303,1953,"0046303"
"644","Inferno",0,8011,1953,"0045911"
"645","From Here to Eternity",3,4071,1953,"0045793"
"646","5,000 Fingers of Dr. T., The",0,8466,1953,"0045464"
"647","Calamity Jane",3,2427,1953,"0045591"
"648","Hitch-Hiker, The",0,4301,1953,"0045877"
"649","Band Wagon, The",1,1692,1953,"0045537"
"650","Gentlemen Prefer Blondes",3,2547,1953,"0045810"
"651","Beast from 20,000 Fathoms, The",1,7900,1953,"0045546"
"652","Big Heat, The",3,4854,1953,"0045555"
"653","Summer with Monika",3,5998,1953,"0046345"
"654","I Confess",1,4616,1953,"0045897"
"655","Salome",3,3125,1953,"0046269"
"656","It Came from Outer Space",2,8634,1953,"0045920"
"657","Ugetsu",2,5973,1953,"0046478"
"658","Tokyo Story",3,1630,1953,"0046438"
"659","Rear Window",3,2132,1954,"0047396"
"660","Dial M for Murder",0,3337,1954,"0046912"
"661","Comicos",3,7610,1954,"0045665"
"662","A Star Is Born",1,3674,1954,"0047522"
"663","Creature from the Black Lagoon",0,4883,1954,"0046876"
"664","Glenn Miller Story, The",2,3993,1954,"0047030"
"665","On the Waterfront",0,1812,1954,"0047296"
"666","Seven Brides for Seven Brothers",3,1351,1954,"0047472"
"667","Johnny Guitar",2,1694,1954,"0047136"
"668","White Christmas",3,1391,1954,"0047673"
"669","Uwasa no onna",3,7580,1954,"0047638"
"670","Journey to Italy",3,3954,1954,"0046511"
"671","Animal Farm",0,7346,1954,"0047834"
"672","An American in Rome",1,8109,1954,"0046705"
"673","Carmen Jones",3,8441,1954,"0046828"
"674","20000 Leagues Under the Sea",0,1965,1954,"0046672"
"675","Attila",2,5124,1954,"0046731"
"676","Late Chrysanthemuns",3,4710,1954,"0046750"
"677","Phffft",2,586,1954,"0047349"
"678","Shichinin no samurai",0,3600,1954,"0047478"
"679","Gojira",1,5505,1954,"0047034"
"680","Three Coins in the Fountain",3,4048,1954,"0047580"
"681","Sabrina",3,2294,1954,"0047437"
"682","Salt of the Earth",3,5356,1954,"0047443"
"683","Executive Suite",2,3925,1954,"0046963"
"684","Touchez pas au grisbi",1,657,1954,"0046451"
"685","Knock on Wood",1,2746,1954,"0047152"
"686","Hobson&#39;s Choice",3,2426,1954,"0047094"
"687","Them!",1,2158,1954,"0047573"
"688","Pather Panchali",3,5471,1955,"0048473"
"689","Bride of the Monster",3,4073,1955,"0047898"
"690","Rebel Without a Cause",1,2926,1955,"0048545"
"691","This Island Earth",0,6468,1955,"0047577"
"692","Killer&#39;s Kiss",1,5403,1955,"0048254"
"693","Fast and the Furious, The",3,3158,1955,"0046969"
"694","Prodigal, The",3,7797,1955,"0048517"
"695","Tarantula",0,4108,1955,"0048696"
"696","Sommarnattens leende (Smiles of a Summer Night)",2,1735,1955,"0048641"
"697","Not as a Stranger",2,8014,1955,"0048432"
"698","My Sister Eileen",3,6615,1955,"0048401"
"699","Trouble with Harry, The",2,7360,1955,"0048750"
"700","Dam Busters, The",1,2552,1955,"0046889"
"701","We&#39;re No Angels",3,3739,1955,"0048801"
"702","To Catch a Thief",3,782,1955,"0048728"
"703","Les grandes manoeuvres",3,7878,1955,"0048133"
"704","Big Combo, The",2,3339,1955,"0047878"
"705","Daddy Long Legs",3,1693,1955,"0047969"
"706","Prisoner, The",0,7262,1955,"0048512"
"707","Lady and the Tramp",2,1170,1955,"0048280"
"708","Godzilla Raids Again",2,6055,1955,"0048127"
"709","Summertime",3,5165,1955,"0048673"
"710","Diabolique",3,2344,1955,"0046911"
"711","Marty",3,4442,1955,"0048356"
"712","Seven Year Itch, The",1,4896,1955,"0048605"
"713","Glass Slipper, The",3,6481,1955,"0048124"
"714","Guys and Dolls",3,2115,1955,"0048140"
"715","Night of the Hunter, The",3,878,1955,"0048424"
"716","Rififi",1,3404,1955,"0048021"
"717","Oklahoma!",3,4754,1955,"0048445"
"718","Ladykillers, The",3,1827,1955,"0048281"
"719","Bus Stop",3,4670,1956,"0049038"
"720","War and Peace",3,2861,1956,"0049934"
"721","Ten Commandments, The",2,3076,1956,"0049833"
"722","High Society",3,6641,1956,"0049314"
"723","Bigger Than Life",0,2904,1956,"0049010"
"724","Rodan",1,6064,1956,"0049782"
"725","Man Who Never Was, The",3,6308,1956,"0049471"
"726","Killing, The",1,5414,1956,"0049406"
"727","Invasion of the Body Snatchers",3,2698,1956,"0049366"
"728","Court Jester, The",2,2730,1956,"0049096"
"729","Saboteur",1,5938,1956,"0035279"
"730","Gunslinger",3,2647,1956,"0049287"
"731","Around the World in Eighty Days",0,3981,1956,"0048960"
"732","Searchers, The",3,357,1956,"0049730"
"733","Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut",0,5555,1956,"0049902"
"734","Man Who Knew Too Much, The",2,7442,1956,"0049470"
"735","Aparajito",3,5470,1956,"0048956"
"736","Wrong Man, The",1,2219,1956,"0051207"
"737","Eyewitness",3,8398,1956,"0049196"
"738","Calle mayor [Main Street]",3,7394,1956,"0049043"
"739","Forbidden Planet",0,2306,1956,"0049223"
"740","...And God Created Woman",3,3409,1956,"0049189"
"741","Unguarded Moment, The",1,8358,1956,"0049904"
"742","King and I, The",2,1092,1956,"0049408"
"743","Indestructible Man",1,4402,1956,"0049363"
"744","Proud and Profane, The",3,4245,1956,"0049640"
"745","Bad Seed, The",3,1216,1956,"0048977"
"746","Iron Petticoat, The",1,1545,1956,"0049369"
"747","Spanish Gardener, The",2,1559,1956,"0049787"
"748","Flowing",3,8314,1956,"0049537"
"749","Cranes Are Flying, The",3,1015,1957,"0050634"
"750","El vampiro",3,8321,1957,"0051151"
"751","Old Yeller",1,1121,1957,"0050798"
"752","Kiss Them for Me",2,7017,1957,"0050599"
"753","Sayonara",2,2578,1957,"0050933"
"754","Nights of Cabiria",3,1765,1957,"0050783"
"755","Heaven Knows, Mr. Allison",0,2429,1957,"0050490"
"756","Witness for the Prosecution",1,4933,1957,"0051201"
"757","True Story of Jesse James, The",2,965,1957,"0051114"
"758","Forty Guns",2,7136,1957,"0050407"
"759","Prince and the Showgirl, The",3,3007,1957,"0050861"
"760","Desk Set",3,993,1957,"0050307"
"761","Kronos",0,8736,1957,"0050610"
"762","Bridge on the River Kwai, The",1,2981,1957,"0050212"
"763","Smultronst&auml;llet (Wild Strawberries)",2,2520,1957,"0050986"
"764","Island in the Sun",3,8685,1957,"0050549"
"765","Night of the Demon",3,2160,1957,"0050766"
"766","Throne of Blood",0,7165,1957,"0050613"
"767","12 Angry Men",0,302,1957,"0050083"
"768","Kanal",1,1800,1957,"0050585"
"769","Paths of Glory",0,1274,1957,"0050825"
"770","Tammy and the Bachelor",3,2895,1957,"0051051"
"771","Enemy Below, The",0,1989,1957,"0050356"
"772","Fire Down Below",0,2420,1957,"0050397"
"773","Seventh Seal, The",1,2043,1957,"0050976"
"774","Three Faces of Eve",0,1660,1957,"0051077"
"775","Incredible Shrinking Man, The",0,1291,1957,"0050539"
"776","Mysterians, The",3,6624,1957,"0050251"
"777","An Affair to Remember",2,3429,1957,"0050105"
"778","Sweet Smell of Success",1,2301,1957,"0051036"
"779","Oedipus Rex",1,3994,1957,"0050792"
"780","Funny Face",3,1747,1957,"0050419"
"781","Amanecer en Puerta Oscura",3,7420,1957,"0050116"
"782","A Face in the Crowd",1,4552,1957,"0050371"
"783","Sorority Girl",3,4559,1957,"0050998"
"784","Inn of the Sixth Happiness, The",3,4849,1958,"0051776"
"785","Gigi",2,3056,1958,"0051658"
"786","Wild Women of Wongo, The",3,2585,1958,"0052394"
"787","Vertigo",1,609,1958,"0052357"
"788","I Want To Live!",3,8450,1958,"0051758"
"789","Fabulous World of Jules Verne, The",0,1247,1958,"0052374"
"790","Blood of the Vampire",0,7054,1958,"0051422"
"791","It! The Terror from Beyond Space",1,7606,1958,"0051786"
"792","Love Is My Profession",3,6938,1958,"0051579"
"793","South Pacific",3,3977,1958,"0052225"
"794","Screaming Skull, The",2,2763,1958,"0052169"
"795","Dracula (Horror of Dracula)",3,2476,1958,"0051554"
"796","I Bury the Living",1,4410,1958,"0051755"
"797","Fly, The",2,2281,1958,"0051622"
"798","Teacher&#39;s Pet",1,1364,1958,"0052278"
"799","Brink of Life",3,8344,1958,"0052017"
"800","M&auml;dchen in Uniform",3,1572,1958,"0051964"
"801","Touch of Evil",1,3146,1958,"0052311"
"802","Hidden Fortress, The",0,7135,1958,"0051808"
"803","Day the Sky Exploded, The",1,2373,1958,"0051951"
"804","Separate Tables",3,3926,1958,"0052182"
"805","Indiscreet",3,4211,1958,"0051773"
"806","Defiant Ones, The",0,3238,1958,"0051525"
"807","Run Silent Run Deep",0,1363,1958,"0052151"
"808","Mon Oncle",3,2823,1958,"0050706"
"809","Vikings, The",2,1255,1958,"0052365"
"810","Cat on a Hot Tin Roof",3,6012,1958,"0051459"
"811","Auntie Mame",3,3321,1958,"0051383"
"812","Araya",3,3119,1959,"0051372"
"813","Pillow Talk",3,8392,1959,"0053172"
"814","Anatomy of a Murder",1,4199,1959,"0052561"
"815","Nun&#39;s Story, The",3,1555,1959,"0053131"
"816","Some Like It Hot",3,2023,1959,"0053291"
"817","North By Northwest",1,2228,1959,"0053125"
"818","400 Blows, The",0,236,1959,"0053198"
"819","Come Dance with Me!",3,3442,1959,"0053428"
"820","Gidget",3,6405,1959,"0052847"
"821","Tingler, The",1,3166,1959,"0053363"
"822","Sleeping Beauty",3,474,1959,"53285"
"823","Wasp Woman, The",3,4392,1959,"0054462"
"824","Ghost of Dragstrip Hollow",3,4050,1959,"0052844"
"825","House on Haunted Hill",3,4373,1959,"0051744"
"826","A Bucket of Blood",2,4065,1959,"0052655"
"827","Ben-Hur",3,1419,1959,"0052618"
"828","Imitation of Life",3,2095,1959,"0052918"
"829","Giant Gila Monster, The",3,2796,1959,"0052846"
"830","Great War, The",1,3608,1959,"0052861"
"831","Darby O&#39;Gill and the Little People",3,1591,1959,"0052722"
"832","Journey to the Center of the Earth",1,1256,1959,"0052948"
"833","World, The Flesh and The Devil, The",0,8677,1959,"0053454"
"834","Rio Bravo",1,6901,1959,"0053221"
"835","Apur Sansar",0,6833,1959,"0052572"
"836","Bat, The",3,4523,1959,"0052602"
"837","Suddenly, Last Summer",3,2645,1959,"0053318"
"838","Battle in Outer Space",1,6645,1959,"0053388"
"839","Good Morning (Ohay&ocirc;)",3,3525,1959,"0053134"
"840","Jigoku (Hell or The Sinners of Hell)",3,3328,1960,"0154683"
"841","Late Autumn",3,2808,1960,"0053579"
"842","Let&#39;s Make Love",2,2546,1960,"0054022"
"843","Shoot the Piano Player",2,8367,1960,"0054389"
"844","Inherit the Wind",3,1712,1960,"0053946"
"845","School for Scoundrels",1,8566,1960,"0054279"
"846","Les yeux sans visage",3,656,1960,"0053459"
"847","Zazie dans le metro",3,3827,1960,"0054494"
"848","Le Trou",0,6854,1960,"0054407"
"849","Wild River",3,6146,1960,"0054476"
"850","Rocco and His Brothers",2,2988,1960,"0054248"
"851","City of the Dead, The",3,3634,1960,"0053719"
"852","Brides of Dracula, The",3,8275,1960,"0053677"
"853","Where the Boys Are",2,590,1960,"0054469"
"854","La Dolce Vita",2,6080,1960,"0053779"
"855","Peeping Tom",2,6796,1960,"0054167"
"856","Exodus",3,2144,1960,"0053804"
"857","Virgin Spring, The",3,5380,1960,"0053976"
"858","Magnificent Seven, The",0,1295,1960,"0054047"
"859","A bout de souffle",0,799,1960,"0053472"
"860","Story of Ruth, The",3,5123,1960,"0054343"
"861","Make Mine Mink",3,4117,1960,"0054049"
"862","Testament of Orpheus",1,3294,1960,"0054377"
"863","La ciociara",3,6756,1960,"0054749"
"864","Spartacus",2,1273,1960,"0054331"
"865","Psycho",1,2039,1960,"0054215"
"866","Body in the Web",3,2950,1960,"0054333"
"867","Apartment, The",3,1995,1960,"0053604"
"868","Truth, The",3,5122,1960,"0054452"
"869","Black Sunday",3,3286,1960,"0054067"
"870","Parent Trap, The",3,4580,1961,"0055277"
"871","Yojimbo",1,660,1961,"0055630"
"872","West Side Story",3,2560,1961,"0055614"
"873","Beast of Yucca Flats, The",0,2797,1961,"0054673"
"874","One, Two, Three",3,2392,1961,"0055256"
"875","Misfits, The",3,1365,1961,"0055184"
"876","One Hundred and One Dalmatians",3,1171,1961,"0055254"
"877","A Taste of Honey",3,4539,1961,"0055506"
"878","Splendor in the Grass",3,4198,1961,"0055471"
"879","Mysterious Island",0,1257,1961,"0055207"
"880","Blue Hawaii",3,3724,1961,"0054692"
"881","Hustler, The",0,1958,1961,"0054997"
"882","Paris Blues",3,3909,1961,"0055278"
"883","A Raisin in the Sun",3,5485,1961,"0055353"
"884","Through a Glass Darkly",0,7968,1961,"0055499"
"885","Snow White and the Three Stooges",3,5797,1961,"0055458"
"886","Phantom Planet, The",0,1292,1961,"0055294"
"887","El Cid",1,1546,1961,"0054847"
"888","Breakfast at Tiffany&#39;s",2,1191,1961,"0054698"
"889","Guns of Navarone, The",1,6653,1961,"0054953"
"890","A Woman Is a Woman",0,6539,1961,"0055572"
"891","Accattone",3,7831,1961,"0054599"
"892","Curse of the Werewolf, The",3,7344,1961,"0054777"
"893","La Notte",3,6102,1961,"0054130"
"894","Innocents, The",3,8019,1961,"0055018"
"895","Leon Morin, Priest",3,7798,1961,"0055082"
"896","Children&#39;s Hour, The",3,833,1961,"0054743"
"897","Flame in the Streets",3,8676,1961,"0054879"
"898","Underworld U.S.A.",3,1165,1961,"0055571"
"899","Mothra",0,6448,1961,"0055198"
"900","Dr. No",1,4637,1962,"0055928"
"901","Atraco a las tres",1,7588,1962,"0055763"
"902","Advise &amp; Consent",3,7159,1962,"0055728"
"903","Miracle Worker, The",3,5686,1962,"0056241"
"904","King Kong vs. Godzilla",3,6119,1962,"0056142"
"905","To Kill a Mockingbird",3,1108,1962,"0056592"
"906","Lolita",3,1279,1962,"0056193"
"907","Gypsy",3,3079,1962,"0056048"
"908","War of the Buttons",0,7312,1962,"0054949"
"909","Devil&#39;s Hand, The",2,4407,1962,"0055902"
"910","Trial, The",1,2183,1962,"0057427"
"911","Cleo from 5 to 7",3,2609,1962,"0055852"
"912","La Jetee",0,3845,1962,"0056119"
"913","Lawrence of Arabia",0,1042,1962,"0056172"
"914","Carnival of Souls",3,2591,1962,"0055830"
"915","Ivanovo detstvo",1,691,1962,"0056111"
"916","Manchurian Candidate, The",1,1954,1962,"0056218"
"917","That Touch of Mink",2,4513,1962,"0056575"
"918","Les dimanches de Ville d&#39;Avray",3,4481,1962,"0055910"
"919","L-Shaped Room, The",3,3829,1962,"0057239"
"920","Brain That Wouldn&#39;t Die, The",2,2762,1962,"0052646"
"921","Walk on the Wild Side",3,8673,1962,"0056671"
"922","Boccaccio &acute;70",2,7120,1962,"0055805"
"923","What Ever Happened to Baby Jane?",3,1298,1962,"0056687"
"924","Music Man, The",3,2430,1962,"0056262"
"925","Cartouche",1,7440,1962,"0055832"
"926","Day of the Triffids, The",3,1613,1962,"0055894"
"927","Jules and Jim",1,237,1962,"0055032"
"928","Hatari!",3,6332,1962,"0056059"
"929","Trial of Joan of Arc, The",0,3160,1962,"0059616"
"930","Loneliness of the Long Distance Runner, The",3,6516,1962,"0056194"
"931","Move Over, Darling",3,5230,1963,"0057329"
